Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
30.95,120.54,4.68,64.39,0.3191,0.7891,94.96,22359,71909
42.83,138.59,4.044,69.74,0.1447,0.8067,95.35,9029,79231
27.6,124.9,8.161,79.1,0.6566,0.4072,91.68,54613,33605
62.33,230.36,5.348,81.53,0.3464,0.7598,93.12,11114,61631
61.93,257.26,4.25,80.33,0.0278,0.9913,94.83,1062,88454
35.26,110.81,9.832,99.32,1.356,0.257,86.42,100000,71
24.33,75.95,7.341,86.65,0.6324,0.4015,91.09,51194,46517
38.03,171.98,2.934,68.27,0.1597,0.8613,95.62,9443,81362
30.56,115.85,7.149,87.5,0.778,0.4394,90.61,64339,8517
65.85,245.37,5.93,78.08,0.6591,0.9091,92.03,18485,34536
76.82,287.17,5.801,93.66,0.2777,0.865,90.84,6465,69884
60.64,207.73,7.848,91.47,1.0598,0.435,88.71,40562,43
59.27,226.59,5.838,68.46,0.2239,0.9042,95.4,9430,72177
36.3,127.47,5.646,78.08,0.4205,0.6754,93.52,25342,59456
39.06,134.98,1.845,59.57,0.0373,0.9266,97.07,2023,89022
43.12,156.61,6.354,85.27,0.6785,0.7552,91.38,34485,30134
8.0,40.0,2.735,63.63,0.0147,0.888,96.6,3204,89686
49.96,146.31,6.339,102.4,0.4364,0.5421,90.63,22543,41176
67.57,257.5,5.224,89.83,0.2419,0.9391,92.1,7614,71797
34.43,125.07,4.922,64.61,0.348,0.7376,95.25,22433,67243
22.65,82.32,4.508,60.33,0.1995,0.8687,96.21,20231,80851
13.64,45.13,5.787,68.27,0.365,0.454,94.41,50099,75598
50.56,208.14,4.595,82.3,0.3093,0.8867,93.82,12008,71010
29.48,92.99,4.907,75.24,0.124,0.727,94.3,11071,82276
32.24,105.79,4.626,74.35,0.2685,0.8285,94.27,21575,73172
65.37,244.86,5.494,74.89,0.1116,0.9893,94.92,4468,82757
61.72,222.15,6.888,90.0,0.4126,0.6887,92.3,15190,48828
9.89,40.0,4.729,58.49,0.048,0.8721,96.5,12626,87996
44.15,175.41,6.361,94.31,0.7913,0.494,91.3,34684,12259
69.43,258.02,11.261,95.29,1.5947,0.5714,86.28,41639,649
10.69,46.26,0.5,62.96,0.0209,0.8999,95.74,3485,89520
54.4,220.36,5.568,76.23,0.2117,0.8391,94.47,7012,77994
68.65,266.13,4.861,81.52,0.0794,1.0,94.85,2474,85616
35.63,120.85,5.645,70.11,0.3085,0.8202,93.74,17925,72404
40.38,151.44,6.789,80.87,0.3586,0.6862,92.8,23065,59475
31.48,125.99,5.217,77.67,0.328,0.7299,93.97,19076,74553
44.38,161.55,5.796,77.27,0.8484,0.7962,91.52,41037,10891
13.7,58.35,7.38,89.52,0.4618,0.2358,91.92,65060,68992
63.76,255.74,12.539,113.71,1.645,0.3495,84.12,58057,0
54.0,186.21,10.132,106.01,1.373,0.3851,86.02,59853,0
17.71,96.55,4.263,65.08,0.1048,0.7293,94.87,12742,86802
64.65,248.92,6.605,92.71,0.7147,0.7064,91.42,21404,14850
33.77,120.02,10.653,93.34,1.3193,0.2315,88.32,82954,0
56.58,216.5,7.517,93.79,1.0976,0.5391,88.12,34959,0
56.29,227.75,5.298,84.58,0.4189,0.7571,92.17,19593,44923
41.9,161.38,3.509,64.64,0.0779,0.8703,96.19,4477,85761
37.27,159.88,2.792,70.65,0.0147,0.8872,95.43,1023,89531
50.35,196.95,4.001,88.78,0.118,0.8827,93.16,4264,84246
30.84,145.04,1.962,59.94,0.127,0.8598,97.62,9216,82774
50.83,188.75,3.876,68.85,0.0288,1.0,95.99,1377,87940
58.7,227.35,3.178,75.13,0.1746,0.9689,95.23,5564,80937
30.29,107.68,6.832,78.77,0.7251,0.4308,90.62,61217,14248
55.8,215.71,15.666,114.05,3.1417,0.2286,78.98,100000,0
46.44,158.47,6.75,75.62,0.7738,0.6102,91.96,36073,8503
43.42,171.56,4.016,76.19,0.2673,0.7819,94.12,13508,71951
50.89,190.08,9.123,93.37,0.7923,0.4481,88.03,35508,148
47.39,207.88,5.017,92.19,0.6073,0.6174,91.63,27859,30333
42.65,167.19,5.201,83.67,0.2848,0.7694,93.08,11705,74264
54.43,212.98,14.973,105.75,2.0906,0.1122,84.4,100000,0
55.75,210.6,2.055,78.9,0.1623,0.9809,93.13,5397,81846
66.55,230.02,5.381,88.25,0.2255,0.7824,92.64,8217,68496
48.09,193.85,7.202,78.76,0.8553,0.5878,92.04,32571,7081
49.76,175.77,2.09,74.68,0.0948,1.0,93.79,4399,84223
55.66,206.3,14.546,109.42,2.4329,0.3657,81.71,79053,164
32.16,121.7,3.446,65.52,0.0358,1.0,95.87,2488,88574
37.45,121.28,6.444,85.43,0.6674,0.5066,91.9,32444,37910
29.59,144.51,9.107,88.9,1.1173,0.4384,89.41,69363,0
17.63,80.34,3.427,63.79,0.1112,0.7907,96.34,14747,86325
47.06,200.56,3.592,69.88,0.0516,0.924,94.36,2467,86671
43.32,177.6,6.214,79.0,0.5252,0.7205,93.33,31375,39093
21.82,63.14,4.337,64.65,0.2657,0.6087,94.95,31745,74730
17.18,66.11,3.408,62.85,0.1209,0.7935,95.95,17067,85565
48.33,168.27,7.591,94.19,0.6321,0.4614,91.32,23290,33096
35.58,138.25,7.444,79.39,0.524,0.7412,92.43,28615,56106
44.71,165.65,7.791,96.64,0.5509,0.426,91.74,22181,42910
36.16,145.95,11.427,102.5,1.9697,0.2079,85.32,100000,1017
47.94,183.57,4.385,69.92,0.2187,0.9598,92.59,10428,76266
55.44,222.64,4.68,75.41,0.0141,1.0,94.61,447,88764
8.0,40.0,3.998,62.88,0.0992,0.7408,95.13,25292,87005
46.24,160.68,5.609,86.73,0.0574,0.6798,94.53,2312,87763
55.97,229.25,3.303,73.05,0.0299,0.8321,94.8,1069,88595
52.0,225.4,10.141,97.48,1.9405,0.3839,85.72,86336,0
60.26,265.88,3.006,77.91,0.0533,0.9025,96.13,1681,86331
72.39,280.14,5.448,76.8,0.4348,0.9517,93.5,10852,57159
54.07,206.17,4.554,79.44,0.1598,0.7639,93.55,5803,78850
33.62,119.42,4.704,67.9,0.1956,0.7957,95.62,10743,82393
29.23,89.3,4.887,70.77,0.2432,0.851,95.05,16720,79147
59.04,229.95,16.276,95.68,2.897,0.3293,81.36,100000,959
39.39,144.59,8.584,81.26,0.6848,0.6868,92.17,30528,41597
36.06,123.66,6.938,83.9,0.3914,0.66,92.56,28249,56748
33.74,132.97,11.81,109.43,1.5587,0.3194,86.07,100000,29
19.01,100.88,3.715,72.22,0.1991,0.6812,94.24,27300,80473
41.81,164.35,3.837,75.03,0.0864,0.8813,94.53,4253,85693
47.69,201.19,3.983,90.79,0.3195,0.787,92.51,13261,68750
77.95,309.63,11.595,108.37,1.9309,0.4225,84.36,55950,0
41.02,157.3,10.09,98.76,1.8633,0.317,86.21,97619,0
61.66,231.52,3.256,75.36,0.0884,1.0,95.22,3854,83258
51.33,186.56,6.267,79.34,0.622,0.6937,92.72,26968,27707
38.63,150.3,7.763,80.5,1.1941,0.6016,90.01,53366,0
48.18,176.54,4.586,77.44,0.2629,0.9245,93.39,11682,73783
40.08,146.28,5.171,73.34,0.3133,0.6733,94.72,13564,72298
19.67,70.71,5.834,76.09,0.4577,0.4612,92.82,45893,65993
35.33,136.0,2.784,74.64,0.0716,0.9713,94.32,4970,87534
54.97,218.11,11.709,93.8,1.8392,0.428,85.71,66055,0
31.78,102.94,4.643,74.84,0.2635,0.8668,94.63,15618,78203
50.06,177.41,13.041,96.83,1.9763,0.3294,85.52,84209,579
47.44,166.29,7.834,91.62,0.8295,0.5977,89.62,31480,13303
15.07,53.4,8.458,90.5,0.5965,0.1824,92.61,100000,47764
47.73,194.43,4.918,59.53,0.112,1.0,96.94,5839,84053
39.96,121.37,5.581,82.91,0.3108,0.6606,93.1,13458,72319
74.88,286.88,3.198,93.19,0.0563,0.9538,92.99,1367,86445
57.68,191.52,4.808,83.94,0.2806,0.8599,93.24,11081,67605
43.09,132.61,2.244,70.19,0.1386,1.0,95.35,6829,83359
9.01,50.08,4.756,78.54,0.3393,0.2738,93.76,100000,74168
47.56,173.05,2.082,78.67,0.1759,0.9146,94.41,9024,78499
53.5,201.13,9.444,95.47,1.503,0.5155,87.32,65460,0
37.36,150.26,9.495,90.83,1.4736,0.2433,87.27,92862,554
54.26,198.54,6.091,77.67,0.7958,0.7671,91.59,27014,17775
77.87,308.25,6.556,84.42,0.8716,0.8942,89.99,26001,827
13.01,66.26,4.766,64.11,0.3054,0.5665,94.11,45326,79927
60.36,247.07,13.163,110.0,2.9747,0.2789,80.37,100000,915
71.65,267.84,4.663,84.05,0.6002,1.0,91.62,14733,44456
47.47,177.36,4.39,76.67,0.1364,0.7643,93.55,6924,79795
8.0,40.0,5.125,83.55,0.0682,0.5574,92.97,18538,87811
61.83,233.65,6.29,79.8,0.8086,0.7738,91.12,26160,4321
43.03,181.13,2.939,71.66,0.0154,1.0,96.42,666,89060
49.17,180.54,5.971,80.53,0.838,0.6842,91.05,35940,2060
40.13,171.38,2.888,61.88,0.0939,1.0,95.71,5206,85357
33.38,102.57,4.762,73.24,0.4933,0.6289,92.47,27018,58911
36.02,126.77,5.841,73.55,0.4687,0.6943,93.26,25255,59091
54.69,228.6,4.086,86.65,0.1843,0.8979,92.67,5979,79503
15.48,56.4,3.166,68.15,0.0871,0.7152,95.17,9718,87832
48.13,176.27,3.837,80.65,0.0597,0.9178,94.36,2734,86771
33.08,95.77,2.047,59.42,0.0315,0.9832,95.39,2271,89450
55.52,201.44,4.829,77.89,0.4084,1.0,93.16,13362,65257
49.12,200.03,8.881,90.17,0.8091,0.6062,90.48,36082,0
25.59,108.14,4.12,64.96,0.0034,0.8862,96.2,295,89068
42.79,179.92,7.683,84.81,0.5541,0.6032,91.6,23672,48483
54.57,199.7,3.377,83.84,0.2458,0.9209,92.49,8330,75966
55.17,223.88,10.748,102.46,1.2537,0.4637,87.85,55794,301
46.84,172.55,3.296,80.32,0.2281,0.9337,93.54,9269,77977
38.14,161.8,5.214,78.91,0.5077,0.771,91.32,26917,55077
35.11,125.97,7.403,87.92,0.9026,0.5122,90.89,51611,4899
50.23,173.06,6.152,93.57,0.5063,0.5671,90.34,19746,45511
26.94,163.77,3.936,68.68,0.1128,0.8984,95.42,10601,84822
35.02,91.4,8.923,103.81,1.285,0.4535,87.37,78972,0
62.46,248.48,8.847,100.02,1.1175,0.5038,87.64,43193,0
37.12,142.32,4.916,73.0,0.1384,0.7148,95.01,7822,82160
39.58,169.0,5.125,85.25,0.4686,0.7504,91.41,23100,59338
30.63,117.47,7.295,86.98,0.522,0.4445,91.69,31038,55411
76.98,277.43,5.578,87.24,0.3346,0.916,92.96,7996,65253
57.51,217.36,11.952,105.06,2.2199,0.2627,83.93,86070,661
27.97,112.87,4.331,62.79,0.0029,0.9431,96.26,254,91068
45.2,193.3,3.102,74.34,0.123,0.8408,94.52,4715,82992
43.83,159.45,6.02,64.24,0.2116,0.9026,95.08,8799,79629
19.9,70.41,4.53,68.65,0.3609,0.4725,94.33,40602,69633
50.74,183.88,3.66,78.05,0.3346,0.8682,93.22,11715,70783
48.47,158.12,9.481,98.72,1.041,0.4475,88.71,49120,36
51.63,212.73,5.523,72.26,0.397,0.7873,92.71,13424,65475
26.84,71.3,2.358,65.89,0.0041,1.0,94.65,366,89752
47.14,201.82,9.253,93.73,0.9933,0.4495,89.86,54139,161
35.11,161.51,2.357,77.56,0.034,0.8576,94.67,2562,88280
40.44,150.32,4.163,69.4,0.3146,0.7526,95.28,15196,70575
30.82,135.64,1.882,59.58,0.0324,1.0,96.39,1997,89258
37.62,114.38,7.938,83.18,1.1761,0.4058,89.7,56671,165
25.92,83.39,6.084,86.36,0.5833,0.6259,92.03,51444,49065
62.98,238.39,4.799,90.57,0.4063,0.7065,91.16,11916,57068
45.2,169.55,3.614,86.57,0.2079,0.7738,92.22,8346,78227
50.86,194.49,5.293,84.99,0.7211,0.6854,91.74,28249,22481
50.28,218.8,5.216,83.14,0.4928,0.7941,92.22,17037,57400
35.58,131.3,10.831,94.79,1.4468,0.1749,87.08,100000,0
53.82,205.94,4.317,86.96,0.2324,0.8586,92.62,8688,75018
36.3,159.65,7.193,85.3,0.8909,0.4572,90.57,45556,9397
34.74,121.2,3.296,74.93,0.1932,0.9189,94.07,14145,79203
59.74,229.29,6.179,77.34,0.6956,0.8358,91.47,20529,33058
31.9,105.38,4.646,84.2,0.2929,0.5999,93.0,21411,69617
52.38,166.35,2.483,72.61,0.1161,1.0,94.99,5947,82424
55.41,213.6,4.829,72.36,0.2643,0.8737,93.57,9358,72983
50.99,206.62,7.031,90.69,0.9301,0.5897,90.35,36782,0
39.45,134.0,7.082,87.43,0.7075,0.5932,91.34,36511,27801
55.87,205.01,4.446,78.98,0.1702,0.9797,94.04,5265,81543
21.57,84.11,3.243,65.22,0.098,0.8179,95.95,9572,86292
35.42,155.77,3.353,83.65,0.4306,0.7196,92.29,21427,65420
37.95,153.03,3.672,69.43,0.2758,0.9091,93.78,15078,75058
56.43,240.18,3.068,60.19,0.123,1.0,95.61,4446,83152
46.19,161.55,5.562,90.97,0.912,0.6443,89.91,45706,0
41.47,155.53,7.894,93.02,1.1499,0.3566,88.7,54087,381
74.33,295.21,5.453,94.16,0.4523,0.7645,90.48,12570,44973
67.69,241.97,7.149,87.94,0.6656,0.9758,91.54,17335,37571
60.55,209.37,3.321,78.23,0.0383,0.9188,95.15,1256,88317
55.4,211.57,5.531,79.24,0.5641,0.8431,93.29,24724,33176
20.93,89.91,4.521,71.53,0.2075,0.6682,94.82,26513,78452
30.1,126.88,4.107,71.82,0.0488,1.0,95.05,3418,87839
32.72,113.64,3.47,57.33,0.1014,1.0,96.73,6560,84732
35.62,135.08,3.533,68.16,0.1986,0.8764,94.56,11575,80075
57.39,249.6,4.482,81.15,0.2462,0.8652,93.72,10832,68662
57.2,210.98,4.817,93.72,0.6876,0.775,90.25,26966,16706
36.02,147.2,8.463,90.79,0.492,0.469,92.67,33305,42714
29.43,91.4,7.76,75.6,0.5085,0.5202,94.06,31367,58589
41.96,157.48,7.397,76.83,0.8613,0.688,91.32,37866,18290
15.58,57.64,1.544,59.53,0.0886,0.8975,96.89,11214,87203
35.13,150.36,8.099,89.13,1.019,0.4779,90.22,55028,0
58.26,209.38,5.889,89.88,0.6123,0.6022,91.18,24820,15223
30.16,120.21,2.58,65.89,0.0191,1.0,94.81,1118,88842
27.88,82.68,3.032,58.85,0.1526,0.9682,95.82,13607,82762
68.11,257.7,5.242,79.73,0.5274,0.8142,93.41,19357,28619
71.28,255.01,8.94,107.65,1.5225,0.4372,85.11,45443,21
36.72,162.9,5.18,73.6,0.4484,0.6121,93.77,28665,52473
60.24,213.08,8.042,108.39,1.0088,0.4274,87.16,43451,130
30.65,130.82,4.87,61.59,0.4733,0.763,94.04,36009,58421
36.75,139.56,4.571,73.49,0.1026,0.8136,95.28,5514,84851
56.65,196.52,4.63,68.54,0.278,1.0,94.88,9426,74387
65.54,253.89,14.814,111.59,2.2681,0.1849,83.51,89090,0
22.49,99.59,2.881,67.27,0.0791,0.9726,95.93,8763,86500
34.04,149.36,2.835,66.62,0.0955,0.986,96.32,6280,85648
53.4,202.12,4.319,80.79,0.18,0.8415,93.06,7451,77441
44.66,209.38,7.179,82.58,0.5061,0.6983,92.39,23452,49213
46.26,198.79,3.045,77.83,0.1373,1.0,94.84,5778,83618
53.72,207.96,4.984,80.89,0.4059,0.9944,92.55,15750,62161
41.16,166.44,4.729,77.78,0.1697,0.7913,94.4,8667,80012
47.21,172.46,5.542,71.16,0.5528,0.7426,92.74,22035,48400
16.71,40.0,3.531,60.39,0.0744,0.8013,94.37,8878,87304
28.03,98.75,5.834,80.0,0.5973,0.5192,92.26,40922,50154
44.18,179.09,8.675,96.27,1.0207,0.4332,89.37,51759,0
37.94,159.7,4.087,76.58,0.15,0.6213,93.91,9895,80007
30.83,126.65,6.049,77.92,0.3628,0.6284,93.59,22187,69149
64.21,278.25,10.434,89.39,1.2901,0.5372,90.07,47778,0
29.12,145.4,5.542,88.74,0.4068,0.5375,92.82,25766,66298
47.63,157.06,9.777,96.4,1.0331,0.433,88.81,51177,0
19.73,73.08,4.462,67.96,0.0404,0.9263,94.84,4488,88406
70.37,272.17,4.06,83.42,0.3138,0.9528,93.56,7697,70160
29.82,96.96,7.719,77.47,0.6509,0.3701,92.59,46857,33552
36.64,153.48,5.087,84.17,0.3537,0.6041,91.34,24851,60299
44.8,181.08,3.542,77.23,0.1507,0.9272,94.31,5852,83703
57.4,223.62,7.587,92.59,1.1467,0.599,88.4,35167,0
29.53,115.0,10.264,93.57,1.5692,0.2895,88.7,100000,0
37.27,123.2,5.236,78.31,0.1736,0.7091,95.12,10403,79129
47.85,180.94,7.277,82.44,0.4726,0.6337,91.59,20345,49681
40.65,146.21,5.787,72.01,0.2095,0.7499,94.83,12824,74753
44.35,206.21,3.823,71.51,0.4988,0.8908,93.84,22450,57641
33.09,131.87,2.17,64.17,0.0665,0.7892,95.67,4740,85852
53.27,191.62,4.557,79.77,0.7323,0.7254,93.11,25117,26204
37.81,141.68,6.005,88.98,0.8158,0.5231,90.92,41784,15975
26.21,95.85,2.381,72.26,0.0178,0.976,95.04,1516,88490
53.99,197.58,4.71,98.62,0.3251,0.7941,91.01,12167,67134
46.86,195.06,7.33,101.79,0.9444,0.5194,88.45,36260,0
23.32,94.16,8.543,91.28,1.0795,0.3136,90.08,100000,666
54.01,182.5,3.338,87.31,0.3639,1.0,92.51,13275,67772
47.68,149.86,4.324,77.58,0.13,0.9314,93.89,6404,81810
37.93,127.53,1.27,71.02,0.0375,1.0,95.43,2653,87537
29.76,104.71,6.874,87.03,0.7988,0.4088,90.3,50662,25837
38.87,143.43,7.669,80.54,0.7312,0.5778,91.19,32493,34080
52.3,198.82,7.129,79.05,0.9047,0.7153,91.2,32464,2043
63.32,242.29,6.17,82.78,0.8173,0.7462,90.97,25808,330
49.84,160.16,6.853,92.4,0.7613,0.6358,91.01,37211,271
45.08,145.01,2.504,67.73,0.1539,1.0,95.03,7038,82123
34.27,146.28,2.491,65.65,0.0884,1.0,95.11,6396,85496
58.35,230.14,3.596,68.98,0.0204,1.0,96.03,828,89297
69.45,260.42,12.742,96.09,2.0787,0.4214,85.68,62449,5
32.43,96.96,4.863,86.98,0.2941,0.7701,92.59,16928,75596
70.67,286.39,16.268,106.76,3.2952,0.2291,78.86,100000,0
48.8,218.0,6.139,70.03,0.0861,0.8594,94.94,3645,85160
42.35,153.5,6.172,75.44,0.4338,0.8047,92.74,20730,60680
37.04,154.45,2.596,60.76,0.1062,1.0,95.8,5983,85283
16.46,73.54,7.987,89.92,0.5441,0.2333,90.88,64658,59442
65.27,278.59,6.12,112.29,0.2989,0.6347,90.09,11023,56918
44.07,172.16,5.883,69.94,0.2381,0.9713,95.0,14508,73659
50.75,208.46,4.495,76.3,0.1619,0.8104,94.27,7300,78537
43.95,175.52,2.332,73.03,0.0881,0.9822,95.13,3857,86805
86.76,328.55,12.891,107.4,1.9922,0.4656,84.52,47399,0
50.25,196.39,5.854,87.5,0.3705,0.7,91.98,14550,61276
47.95,166.07,6.197,85.14,0.2108,0.633,93.32,10887,71146
27.53,81.03,3.975,66.67,0.1688,0.8278,95.18,13422,82273
53.42,186.09,4.705,81.25,0.3194,0.7804,93.07,11204,68495
21.8,56.71,4.041,59.87,0.1978,0.9626,95.6,19497,82317
14.48,77.98,2.785,67.0,0.109,0.8579,95.54,13240,87398
79.76,278.09,7.638,99.35,1.4716,0.7325,87.34,38411,0
27.92,128.85,4.199,70.67,0.0556,0.8836,95.93,3599,88162
41.18,147.98,4.122,76.14,0.4874,0.8066,93.49,29816,48881
26.56,118.65,3.776,63.85,0.0205,0.9236,95.21,2014,88556
54.39,187.1,6.097,78.13,0.3779,0.8181,92.85,18056,53292
42.21,166.86,6.24,81.31,0.4947,0.7006,92.16,26567,48101
44.06,154.23,4.07,84.36,0.2956,0.8419,93.25,16358,68340
18.71,56.11,3.609,59.81,0.1537,0.7929,96.64,21378,83231
48.24,204.07,3.565,93.09,0.2924,0.8631,92.97,12745,71332
59.54,216.02,8.292,87.4,1.0609,0.71,88.97,41962,0
55.04,218.03,8.636,83.28,1.2814,0.572,89.06,44320,62
44.19,140.71,4.281,84.57,0.3328,0.8411,93.11,15348,69760
56.62,222.14,3.617,81.95,0.1855,1.0,92.95,7247,78486
54.26,205.12,4.314,78.4,0.3409,0.6741,92.96,16537,53733
59.71,230.71,5.298,78.63,0.2372,0.8929,93.67,9152,71415
35.5,132.42,2.873,88.07,0.2509,0.7998,92.46,12456,77756
49.19,171.06,4.826,85.28,0.3717,0.7495,92.58,13911,66447
34.34,130.19,3.645,60.84,0.0543,0.9571,95.77,3368,87382
28.75,92.19,1.639,61.75,0.0645,1.0,96.52,5598,87257
46.74,171.25,3.764,80.65,0.1054,0.9399,93.91,4566,84122
49.46,179.63,2.248,81.39,0.0383,1.0,94.56,1487,87938
46.99,208.85,6.905,78.87,0.7977,0.7226,90.88,31133,22011
43.71,176.82,10.952,105.28,1.9282,0.2896,84.52,100000,0
39.88,156.67,3.312,85.63,0.2393,0.9057,93.77,12322,77083
67.43,294.59,18.186,102.5,3.4188,0.2868,78.8,89384,715
48.06,178.07,10.632,92.72,1.855,0.2255,86.24,100000,697
42.63,157.52,4.571,76.01,0.132,0.8401,94.53,5752,84160
52.55,157.92,6.505,93.62,0.7542,0.7566,90.74,27729,21189
52.61,184.9,4.942,73.8,0.1066,0.9796,95.35,5375,82952
46.21,163.04,2.847,80.64,0.0125,1.0,94.31,696,89196
37.54,119.52,5.265,78.13,0.4829,0.6575,92.88,29773,50926
24.8,73.19,7.227,92.62,0.9613,0.2991,89.12,86176,168
62.94,249.11,8.056,89.34,0.926,0.6263,89.89,38915,0
44.74,173.61,12.97,104.78,2.1945,0.1858,83.28,91655,929
24.34,55.67,4.938,85.06,0.1581,0.6768,92.2,14071,82422
29.15,146.87,3.547,79.64,0.3709,0.7683,92.78,25788,69940
36.77,148.78,10.462,101.83,1.1482,0.2919,87.22,64149,462
30.37,127.46,2.143,65.2,0.1261,0.9881,94.57,7997,85118
66.19,224.06,7.696,92.36,0.8177,0.6562,90.3,31541,557
45.01,169.27,3.329,83.26,0.136,0.86,94.63,5347,83108
50.74,194.03,5.045,79.67,0.2522,0.8357,93.7,11425,71268
60.77,255.73,3.415,71.39,0.0462,0.9905,93.89,1685,86918
28.12,93.03,3.596,69.94,0.1953,0.7921,94.21,17631,79643
60.42,252.54,6.741,76.99,0.3469,0.758,93.4,10832,63588
52.04,188.17,4.428,73.04,0.3481,0.8275,93.73,12495,67929
55.02,210.45,8.676,90.72,1.1575,0.4186,89.11,54438,149
40.59,125.0,4.698,71.25,0.2105,0.9013,94.85,9794,79540
44.03,201.04,5.534,63.8,0.2623,0.7582,95.86,15385,69070
43.18,124.76,5.424,73.72,0.3329,0.6907,94.72,17972,62181
23.01,99.02,6.25,69.47,0.5938,0.5971,93.58,45594,58809
25.26,89.71,3.869,65.89,0.0303,0.8878,96.29,2110,89721
15.02,70.11,7.039,73.82,0.3136,0.4833,94.88,39746,77028
50.93,190.21,4.714,79.43,0.3353,0.8815,93.41,11874,70115
34.33,97.91,3.732,66.5,0.1178,0.9042,95.96,8579,83322
57.12,242.38,9.443,89.74,1.4185,0.4489,87.11,49847,0
42.84,160.24,5.943,78.53,0.94,0.5764,91.1,42079,440
58.24,215.67,13.869,99.25,1.9919,0.2255,84.51,78538,867
41.25,159.54,5.459,74.35,0.3064,0.7761,93.08,15377,71390
58.5,225.74,4.32,72.48,0.1584,1.0,94.47,7075,78165
37.93,145.95,5.09,74.19,0.3353,0.8372,93.87,18352,70681
62.15,254.56,13.727,105.23,2.5011,0.4049,82.19,78972,1262
30.74,102.94,4.109,70.27,0.2955,0.8474,95.3,17518,77818
42.92,153.98,4.751,75.26,0.3655,0.6668,94.4,18679,61262
39.85,162.31,6.286,89.34,0.4603,0.5176,92.33,29039,44392
20.01,69.2,7.991,88.9,0.6021,0.3949,91.06,54143,57144
44.14,178.81,4.764,81.19,0.457,0.6359,92.92,20666,54879
60.34,222.62,10.332,98.7,1.6254,0.4862,86.55,58938,447
23.91,113.03,4.941,81.37,0.371,0.679,93.69,32236,70301
54.71,216.48,7.536,91.72,0.3739,0.6422,92.65,16844,51377
22.51,72.92,5.169,69.29,0.3072,0.5795,93.67,36297,70271
67.39,257.73,4.543,73.51,0.0619,0.8444,95.31,1708,86718
56.91,188.97,8.952,97.24,1.4164,0.4173,87.84,52018,0
75.65,290.95,6.643,97.56,0.7831,0.6416,89.51,26028,0
59.16,231.22,5.202,77.85,0.3621,0.6726,94.0,15221,51010
73.36,286.24,3.289,73.27,0.262,0.9185,94.04,8480,66249
35.34,108.17,6.18,86.29,0.5221,0.6315,91.91,31252,50797
57.43,243.57,11.02,104.7,1.4859,0.3004,85.7,55919,1284
49.44,194.61,4.726,86.32,0.5223,0.7053,92.25,19847,49724
50.73,178.89,4.362,74.66,0.2546,0.822,94.39,13339,68794
15.98,43.5,4.567,71.59,0.2137,0.6577,93.73,23128,83807
59.74,246.56,3.381,70.87,0.2164,0.9758,93.99,6931,77361
63.47,239.36,7.628,92.87,0.9679,0.6492,89.52,26665,0
39.88,175.72,3.792,74.27,0.0624,1.0,94.36,3994,86675
32.09,128.31,6.037,80.25,0.4374,0.6094,92.63,25204,64212
70.6,274.89,18.258,110.25,3.6121,0.4226,76.67,100000,270
30.87,139.48,5.024,67.1,0.3344,0.765,95.02,20612,73425
48.39,195.14,6.845,89.14,0.868,0.4338,89.81,45467,437
33.7,112.65,3.977,68.25,0.1472,0.9457,94.51,10666,81546
59.84,248.38,6.101,79.39,0.4128,0.8616,93.36,13099,60224
56.68,191.96,2.503,66.59,0.0103,1.0,95.37,449,89323
71.01,273.4,5.484,75.78,0.2195,0.8284,93.48,8143,67883
49.54,155.83,7.371,84.32,0.6556,0.6256,91.84,32048,14884
29.21,111.17,2.544,81.65,0.0255,0.9079,94.97,1664,90307
63.8,239.6,7.388,87.74,0.7539,0.5713,91.56,31022,455
35.8,122.81,6.802,69.95,0.4185,0.6748,93.6,21095,64771
61.27,239.22,5.711,102.84,0.4728,0.7874,89.23,19658,37355
19.87,71.44,2.876,60.16,0.0757,0.8671,96.56,8427,87637
54.52,182.49,4.1,87.09,0.2953,0.9996,92.59,10796,72359
41.36,156.81,4.964,74.2,0.1095,0.9483,94.41,6526,83629
25.81,91.25,2.207,61.54,0.1188,0.8212,95.23,8529,85097
46.8,179.31,5.313,85.01,0.555,0.9111,92.47,21437,54462
41.38,157.21,6.648,75.22,0.5093,0.7852,91.93,28168,48398
36.41,134.09,6.056,74.59,0.749,0.7322,91.97,41285,32731
74.38,279.55,4.831,76.09,0.1343,0.9044,94.13,4798,78065
11.54,90.51,7.168,84.01,0.3888,0.3072,93.08,77753,71743
8.0,63.13,4.586,71.86,0.0971,0.6819,95.54,30597,87322
49.6,199.29,3.808,70.3,0.0982,0.9794,94.85,3832,85734
22.41,79.15,6.389,93.48,0.5744,0.2742,91.34,54849,47756
54.62,197.73,4.515,92.92,0.0516,0.742,93.92,1983,86705
50.25,215.1,4.361,76.26,0.3231,0.7912,94.28,11926,69221
69.37,243.06,11.208,102.64,1.3134,0.4335,87.4,49066,52
19.57,61.2,3.844,60.76,0.0794,0.8792,96.97,10846,86510
39.25,181.82,3.482,61.68,0.145,0.9534,95.63,9010,81602
45.63,190.05,4.1,85.47,0.6062,0.7586,89.75,31222,33028
68.81,260.6,7.626,86.69,0.7136,0.6542,91.47,19151,13384
13.05,50.96,5.277,76.67,0.1997,0.4891,94.22,33899,82607
