Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
62.04,283.6,3.65,64.74,0.2125,0.8769,97.2,8837,88118
52.59,227.93,7.112,76.08,0.535,0.6826,94.86,33729,47368
37.95,175.2,2.346,61.03,0.1628,0.92,96.04,12332,91725
60.34,242.16,6.257,78.87,0.5427,0.7099,93.11,27800,47824
68.63,289.11,3.877,73.64,0.1264,1.0,95.79,6902,90983
61.81,272.44,4.488,78.85,0.3982,0.7885,94.98,17858,69588
53.72,231.79,6.676,75.8,0.3126,0.7157,96.34,21538,71435
80.19,340.75,4.973,88.45,0.4948,0.8255,93.05,15971,59442
73.84,346.89,3.135,81.95,0.1303,0.9483,94.87,6616,89238
51.13,162.01,5.754,75.33,0.3686,0.6154,95.59,18572,73611
68.17,291.12,6.541,84.73,0.7371,0.6299,91.74,35418,6766
61.72,294.27,8.792,90.81,1.6642,0.431,88.75,100000,0
40.39,178.91,5.931,68.57,0.636,0.5858,93.88,46751,44997
78.81,313.6,2.722,77.28,0.1162,0.9494,95.52,5283,91401
80.37,344.79,3.928,75.9,0.2142,0.927,95.01,9553,82084
71.56,343.23,4.665,63.99,0.0585,0.9139,96.88,2463,96285
61.35,228.71,2.75,70.15,0.0953,0.9969,96.23,4373,94933
67.02,268.95,2.935,78.02,0.2078,1.0,94.69,8658,88379
43.97,187.39,2.195,65.95,0.08,1.0,95.99,6677,95771
69.72,316.22,4.43,77.39,0.1829,0.8873,95.99,7211,88875
26.78,121.18,3.514,59.31,0.0757,0.8448,97.51,7871,96798
44.13,217.67,3.097,66.89,0.1495,0.7989,96.25,10729,91206
10.0,50.0,3.448,59.77,0.0112,0.9077,97.53,4026,99260
57.2,245.77,2.441,71.71,0.166,0.9595,95.78,9765,89381
68.53,286.66,6.263,88.49,0.8476,0.6828,92.17,34982,6208
79.69,325.76,3.54,81.06,0.1813,0.8931,94.58,8091,83838
46.13,205.56,3.829,63.62,0.0724,0.8223,96.98,5656,95828
54.17,235.96,4.184,69.02,0.0363,1.0,96.33,2103,97907
49.74,220.41,3.748,66.56,0.3368,0.9108,96.22,20793,79199
82.55,370.91,8.94,89.79,1.3867,0.6237,90.63,55352,0
55.97,232.21,4.163,77.88,0.039,1.0,95.66,1825,98034
83.38,348.16,6.95,82.13,0.5493,0.7652,93.41,23448,31794
72.41,319.53,5.566,87.05,0.8033,0.7254,92.64,31548,11775
63.55,228.55,5.77,76.13,0.5678,0.6345,93.87,26929,41737
39.98,137.95,5.311,84.7,0.8108,0.4005,92.69,63020,9510
30.49,156.14,7.693,77.42,0.6936,0.5162,93.29,60386,48999
51.6,197.4,2.658,62.37,0.0268,1.0,97.85,1770,98386
51.75,219.52,5.376,81.62,0.2723,0.6642,94.76,13433,82061
29.05,128.19,3.403,60.05,0.2728,0.6355,96.46,33335,81350
69.49,313.31,10.516,97.58,2.107,0.356,87.2,91376,352
53.31,212.52,6.889,81.03,0.7435,0.5952,92.87,48994,7801
60.57,267.67,5.063,77.75,0.1299,0.9693,95.42,5829,93666
80.58,322.04,4.051,87.3,0.2158,0.8749,93.75,9822,80205
36.03,139.16,5.275,83.04,0.5039,0.4133,94.34,43266,55309
12.51,50.0,2.834,57.05,0.074,0.666,97.63,19130,98338
39.45,158.49,3.501,66.69,0.2702,0.8062,95.0,23776,81282
81.14,326.54,5.658,94.25,0.6572,0.5877,92.5,28170,4403
50.15,207.28,2.794,61.81,0.0442,1.0,97.1,3271,97374
46.59,201.13,7.787,76.24,1.0494,0.4593,91.62,58130,0
40.7,190.65,7.287,82.49,0.6961,0.4563,93.55,59663,20627
49.88,186.51,3.778,75.69,0.3491,0.7531,95.62,18947,77660
39.73,142.53,4.263,80.71,0.4072,0.7395,95.1,29573,73344
41.15,153.78,3.586,75.12,0.4495,0.6065,93.86,32356,64861
68.83,290.99,3.51,82.15,0.1429,0.8458,93.86,6311,89859
96.64,416.85,2.355,80.05,0.1086,1.0,94.84,3583,91521
34.83,136.98,1.632,58.11,0.0066,0.9616,98.26,627,100038
40.35,196.56,7.796,83.14,0.9397,0.4248,92.09,73215,0
39.96,176.28,2.9,71.35,0.1775,0.9213,95.81,12726,92386
78.64,337.63,2.252,79.63,0.0642,0.9081,95.66,2692,95654
63.65,286.04,3.499,72.74,0.3754,0.8352,94.61,18810,69187
45.37,210.1,2.764,69.5,0.0417,1.0,95.99,2359,98122
40.96,182.49,3.418,69.53,0.0309,0.9093,97.78,2673,97755
78.13,301.32,6.563,89.11,0.5643,0.692,93.12,20135,43802
50.74,261.95,3.562,68.76,0.3226,0.7495,95.64,21329,73223
49.3,191.76,3.927,76.46,0.3602,0.5901,95.3,26035,64878
11.11,77.44,3.146,55.46,0.1119,0.7612,97.02,32041,96696
64.32,226.49,5.628,81.45,0.8073,0.6597,93.21,33103,18906
49.87,200.23,4.132,73.65,0.2941,0.7338,95.46,17022,79444
51.92,214.22,6.498,72.4,0.6405,0.7255,94.06,30945,51610
51.85,239.36,4.042,70.55,0.1618,0.7995,95.9,10904,88081
66.92,293.3,5.363,80.72,0.3752,0.6499,94.64,17465,64689
10.0,55.29,1.326,58.56,0.0594,0.8319,97.2,14993,97971
28.46,159.37,3.158,51.35,0.1147,0.875,97.61,11975,94637
85.26,395.52,3.814,88.82,0.2387,0.8155,94.23,8177,80281
27.92,137.18,1.533,71.73,0.0219,0.8822,96.94,2451,98752
36.27,142.67,4.676,72.41,0.2786,0.6774,94.91,21151,83898
72.52,303.25,4.752,76.78,0.475,0.8633,93.71,23120,52083
50.9,191.96,2.741,69.7,0.2444,0.9851,95.07,12291,88906
51.07,230.78,12.57,90.73,1.8889,0.2457,87.86,100000,174
78.63,314.69,6.48,97.53,0.692,0.7068,92.11,24423,26241
39.65,159.71,7.647,87.26,1.0307,0.3504,92.13,65950,0
40.34,163.69,6.408,73.66,0.3874,0.7807,94.71,25325,78087
63.69,272.81,2.674,82.16,0.1438,0.9478,95.08,6319,92231
52.87,217.84,12.003,91.08,2.1082,0.2116,87.45,100000,196
68.51,280.69,8.08,88.64,1.7059,0.524,88.9,64972,0
38.4,159.89,3.276,62.48,0.2443,0.8972,97.34,19119,87118
53.59,240.07,4.46,71.15,0.1559,0.8708,96.59,8354,90325
48.68,227.59,2.122,60.79,0.1381,0.9513,96.71,7557,93580
42.96,182.79,5.346,82.09,0.6121,0.5338,93.35,49200,34444
26.92,112.93,1.404,60.64,0.0195,0.9475,97.02,2149,100390
42.43,177.29,3.447,73.29,0.3822,0.7136,95.67,30488,69594
40.3,127.25,2.977,74.25,0.38,0.8463,94.95,30661,74851
72.55,312.08,2.168,79.84,0.1419,0.9019,96.19,6043,90390
60.21,211.72,5.35,78.29,0.6882,0.6654,93.55,36614,23421
58.0,250.53,4.928,74.41,0.776,0.6721,93.58,36665,25143
46.72,230.67,3.229,76.01,0.203,0.7902,95.57,12925,88004
33.95,124.68,4.723,70.3,0.1814,0.7258,96.03,19813,87079
54.01,203.43,7.433,81.32,0.9676,0.5664,92.41,53650,0
75.53,319.79,4.523,77.81,0.6534,0.8552,94.48,22217,45237
34.55,118.51,3.963,63.24,0.3513,0.8564,95.85,28882,80679
58.17,225.31,4.054,72.27,0.341,0.9085,94.93,15970,78983
41.84,206.19,2.555,69.82,0.0727,0.8913,95.62,4861,95998
49.9,209.24,9.278,95.86,1.3978,0.3391,89.65,100000,0
47.2,166.68,4.371,73.85,0.4027,0.7467,94.43,22749,74101
58.1,266.66,3.865,78.64,0.279,0.7719,96.08,12304,82625
47.19,185.19,5.349,77.0,0.5337,0.5966,93.63,37531,47126
40.94,198.98,3.926,70.68,0.3316,0.7056,95.11,29092,72046
21.62,73.67,1.585,47.45,0.0628,1.0,98.2,7954,98443
53.96,247.13,5.99,82.7,0.9548,0.5021,92.09,62849,0
60.99,296.75,4.461,71.13,0.0451,0.9049,96.48,2206,97764
51.13,221.18,3.614,69.72,0.4679,0.7696,94.94,27919,62515
48.69,221.84,3.445,71.16,0.3505,0.9264,95.39,19496,81569
76.76,321.54,5.639,91.49,0.254,0.8906,93.25,11490,76822
79.18,346.49,7.085,91.32,1.1292,0.5419,91.12,52527,0
69.29,320.18,6.245,90.72,0.6955,0.6362,92.38,32038,15178
56.03,206.19,6.457,79.15,0.7739,0.6022,93.48,42751,12501
51.75,191.41,5.312,79.35,0.233,0.7689,95.28,16067,80949
31.04,80.85,7.66,78.51,0.9868,0.3136,91.97,85626,3674
15.69,92.14,3.002,59.15,0.0771,0.8808,96.9,12681,98546
74.68,295.5,5.508,81.28,0.648,0.7772,94.28,22717,41968
52.05,235.6,7.367,87.48,1.2552,0.3958,90.31,81384,483
111.05,508.74,3.043,88.66,0.0795,0.9787,95.41,2606,92869
39.49,206.5,3.483,66.67,0.0515,0.8788,96.66,3456,97845
57.69,228.28,11.201,91.69,2.095,0.3917,87.78,100000,140
68.4,292.05,13.913,97.32,2.4073,0.2484,86.2,100000,0
38.25,168.11,6.839,78.53,0.5775,0.5071,95.02,44313,49953
45.15,206.94,4.838,68.31,0.3342,0.685,95.43,19860,77961
46.5,170.65,4.766,79.35,0.3588,0.7704,94.58,21160,76903
42.68,217.73,4.143,71.23,0.1426,0.7294,96.49,8920,92488
57.18,248.76,5.129,75.25,0.3454,0.6103,95.39,17008,72015
50.99,270.04,2.242,70.34,0.2614,0.9542,95.77,16935,83585
13.34,52.05,2.49,51.39,0.0057,0.8888,97.39,1103,100130
51.98,230.8,4.96,74.01,0.3308,0.7309,95.05,18108,76826
56.73,245.83,4.779,80.9,0.3768,0.7542,94.88,19606,70118
49.27,195.6,5.545,88.0,0.5116,0.6744,92.73,32879,54462
79.64,316.42,5.828,90.91,0.6927,0.758,91.95,21798,35067
56.26,237.77,7.164,95.93,0.9532,0.4794,92.48,59346,0
50.42,176.37,4.512,74.06,0.2383,0.6467,94.9,13745,82516
66.37,272.53,4.239,74.58,0.3261,0.9469,94.62,15815,75701
90.8,404.66,4.671,90.17,0.6621,0.6697,92.59,25423,5691
47.42,184.81,3.921,71.43,0.0941,0.9955,96.04,6797,95603
68.97,269.19,5.769,88.7,0.4114,0.7188,93.99,15001,69553
83.1,335.1,7.205,83.33,0.8359,0.7103,91.76,34767,469
45.85,183.05,4.398,68.69,0.2277,0.7929,96.43,15921,84941
28.89,108.0,6.26,76.96,0.7887,0.3752,93.85,71131,36948
57.89,192.84,3.151,79.14,0.4478,0.7437,94.58,28659,53787
74.25,335.98,2.249,79.54,0.1194,1.0,94.71,5009,92125
44.86,222.81,4.008,73.66,0.3541,0.7913,94.75,20050,79970
69.72,268.22,6.449,87.28,0.9223,0.6038,92.01,43417,627
34.53,135.72,2.96,80.59,0.2963,0.7642,94.13,30930,79562
45.55,203.62,8.647,83.69,0.8298,0.3632,93.08,64954,320
48.34,231.38,5.404,71.8,0.5848,0.6933,94.63,41587,42787
47.49,173.99,2.467,72.21,0.0311,1.0,96.97,1908,98542
34.53,133.7,2.339,62.32,0.0465,0.8925,95.68,3581,98956
43.96,206.33,5.24,84.99,0.4029,0.5273,92.63,31473,61878
14.59,85.17,1.856,48.19,0.0333,0.9945,98.25,8170,99460
62.47,224.14,5.938,83.97,0.6164,0.5674,93.11,26590,39727
50.65,200.14,6.353,86.18,0.8374,0.4632,92.19,47138,6005
70.7,300.84,6.373,82.74,0.6434,0.5604,93.56,25807,28579
48.39,211.02,4.123,73.64,0.3029,0.8216,95.1,16109,83227
17.63,62.47,4.442,68.88,0.211,0.5701,96.48,31177,92002
55.74,216.67,2.883,63.21,0.077,0.9655,97.5,4651,94920
38.08,154.48,3.114,62.74,0.3984,0.6876,95.81,38535,66766
69.24,299.19,6.079,75.12,0.888,0.6756,93.26,35823,0
46.19,159.36,3.947,71.28,0.2964,0.8109,95.07,21671,78745
86.27,330.27,4.165,82.99,0.2273,0.89,94.03,9806,78304
33.9,148.81,4.595,74.82,0.496,0.6275,94.71,47920,61128
54.43,231.66,4.914,73.8,0.4564,0.7709,94.03,21434,68836
60.78,250.9,2.84,67.13,0.0397,1.0,97.45,1830,98162
44.05,195.85,8.738,80.68,1.2973,0.3579,90.97,75256,365
26.01,120.15,5.036,68.1,0.3584,0.5054,95.12,43794,75840
46.4,191.26,4.152,70.32,0.4498,0.8678,95.2,26370,72406
17.26,68.56,2.453,53.92,0.0949,0.8264,96.96,17225,97314
37.43,144.01,7.814,81.08,1.117,0.3291,91.7,96491,298
46.79,190.2,5.214,78.83,0.559,0.6055,93.7,44752,38123
68.02,287.56,4.637,74.75,0.4212,0.7446,94.5,22971,53102
55.03,236.67,5.71,86.56,0.6933,0.6228,92.78,31766,40166
42.73,137.01,3.373,64.87,0.1228,0.7541,96.61,9886,91484
41.62,169.34,3.944,68.27,0.1037,0.9027,96.46,6534,95312
40.08,176.65,3.105,65.98,0.1285,0.7981,96.77,9578,93307
66.55,274.3,3.561,85.53,0.2651,0.8432,94.18,10408,83819
23.28,128.01,5.009,64.48,0.2836,0.6452,96.17,40382,83635
34.76,140.64,2.648,61.6,0.0436,0.8504,96.99,4527,98331
23.19,97.35,5.171,82.13,0.3527,0.3827,95.27,45097,78509
60.54,267.64,6.192,79.01,0.5105,0.6682,94.2,22232,58255
77.26,317.86,2.16,69.71,0.3113,0.8219,95.37,14563,69151
60.33,300.09,3.634,77.23,0.2534,1.0,94.91,10717,87749
61.63,252.91,4.182,85.04,0.3989,0.8856,94.97,21597,67181
40.55,138.61,3.726,68.58,0.1753,1.0,96.25,11461,93218
58.78,219.9,4.232,81.93,0.3759,0.7266,94.09,16835,72258
36.48,148.29,6.791,84.46,0.4221,0.4586,93.57,40299,61111
39.65,172.35,3.349,77.53,0.3744,0.6959,93.78,29505,73094
49.32,192.15,5.896,83.94,0.6706,0.5966,93.97,41348,33493
50.76,238.28,3.618,72.34,0.5373,0.799,93.99,37445,50107
82.26,361.84,8.936,100.0,1.3728,0.4337,90.25,50634,8
65.6,281.13,3.696,69.87,0.1251,0.9162,96.83,6758,89905
52.08,233.03,9.525,89.83,1.5114,0.4203,89.64,100000,0
80.77,362.38,4.006,91.54,0.4792,0.8605,93.59,19375,52339
93.26,381.19,7.639,88.4,0.9825,0.5524,91.37,38000,604
50.36,212.46,6.331,67.06,0.5921,0.6532,94.6,33973,49072
56.89,215.24,4.784,72.9,0.5303,0.7416,94.47,25052,58440
27.71,161.44,9.138,82.17,1.0962,0.1995,92.26,100000,425
52.97,212.29,3.724,64.44,0.1124,0.8995,96.33,7351,92563
37.79,118.69,2.671,58.61,0.1739,0.869,97.71,16431,89528
16.05,58.93,1.354,56.69,0.0191,0.9433,97.83,4100,99843
67.81,275.72,3.228,73.27,0.1603,1.0,96.34,6021,91461
51.91,232.33,3.062,71.51,0.6088,0.6823,94.24,37444,41312
34.36,157.41,3.007,55.13,0.0018,1.0,98.32,146,99798
17.11,88.62,5.517,74.53,0.327,0.4156,95.52,66169,79518
39.04,161.61,5.194,66.28,0.3706,0.856,94.8,30087,75531
37.87,167.76,3.214,66.13,0.2404,0.7438,96.85,17443,86904
48.01,157.19,3.264,71.72,0.1713,0.8679,96.08,12075,88888
18.62,71.97,3.479,51.55,0.0224,0.8335,98.08,4050,99467
57.73,275.03,8.576,83.88,1.3414,0.475,91.48,76364,0
61.55,291.43,6.22,76.07,0.8119,0.5882,93.48,37377,9741
26.56,96.16,1.837,57.56,0.1012,0.9349,96.48,12302,95622
19.49,80.35,1.816,53.88,0.012,0.892,96.94,2207,99378
68.26,281.67,4.68,81.08,0.2819,0.674,94.41,11822,76700
47.32,169.55,2.163,62.37,0.0878,1.0,96.79,6124,96289
61.51,261.27,6.926,87.02,0.777,0.5707,92.78,46292,3
51.99,208.74,5.151,77.46,0.5607,0.7258,93.66,38146,43676
48.41,180.22,3.957,59.93,0.2898,0.8246,95.88,20684,78181
68.63,256.12,9.114,100.06,1.4697,0.4438,89.42,65105,588
65.13,291.79,2.581,65.23,0.1068,0.894,95.56,5978,92276
56.92,205.8,3.829,75.18,0.4004,0.7943,95.12,18043,74051
58.16,254.93,4.878,78.16,0.7225,0.6268,92.73,37200,22907
42.19,194.84,1.431,65.22,0.0256,0.9018,96.82,2106,99089
59.98,241.04,5.37,68.84,0.323,0.8904,96.13,13989,80607
77.96,337.69,6.078,93.1,0.6133,0.6255,91.82,25435,22773
68.43,255.27,3.062,68.32,0.3181,0.9754,96.37,13709,78473
16.3,82.73,2.805,67.12,0.1153,0.8069,96.84,19629,96377
58.13,257.51,4.833,79.05,0.6246,0.587,93.79,28104,43664
59.61,253.04,5.415,73.64,0.2902,0.8336,95.45,13785,80432
70.39,304.39,3.957,78.38,0.0813,1.0,95.84,3362,95062
72.28,304.82,3.508,81.0,0.1119,0.9168,95.53,4505,93527
58.92,222.93,4.998,70.89,0.421,0.7569,94.68,22460,63753
27.7,122.77,1.776,68.95,0.0545,0.8498,96.66,5762,98305
47.97,207.21,8.834,82.08,0.917,0.2595,93.12,66173,0
35.71,159.97,5.11,86.64,0.5901,0.5725,92.72,53907,48063
29.01,120.74,4.331,58.7,0.1348,0.8312,97.21,12879,94257
75.14,312.07,10.656,96.02,1.5794,0.5163,89.39,53333,0
41.65,187.76,4.57,68.76,0.3335,0.5734,95.77,22855,76298
85.81,295.23,4.966,76.34,0.1215,0.9063,95.01,5197,89007
43.08,196.82,5.213,68.72,0.4525,0.6786,95.01,28574,68111
37.14,146.75,5.246,80.33,0.4699,0.64,94.52,34132,68536
60.83,255.87,2.476,75.74,0.0471,0.9501,95.07,2629,96959
48.59,183.95,4.331,77.46,0.2157,0.8668,95.11,11326,88603
55.0,251.64,3.318,74.46,0.0033,1.0,95.72,162,99308
40.29,187.21,1.956,63.08,0.15,0.9425,97.49,11413,93205
40.29,172.28,2.249,81.39,0.1872,0.8587,95.42,12259,91136
41.19,151.79,4.349,70.61,0.4692,0.7192,95.08,29844,70905
31.24,110.21,0.91,61.35,0.0778,1.0,96.96,6658,98084
67.39,279.8,2.386,68.85,0.0176,1.0,96.38,917,100124
53.7,197.16,3.059,70.57,0.1975,0.907,96.59,11378,88442
52.76,238.19,8.442,82.76,1.0165,0.3901,92.31,52395,277
61.99,262.58,3.12,71.32,0.2891,0.8114,96.01,15282,77097
56.43,229.57,4.817,78.3,0.291,0.7107,94.71,16089,76291
90.75,368.64,6.197,90.04,0.474,0.674,93.41,18991,35202
57.68,247.71,5.701,77.3,0.7634,0.7174,93.54,41804,18038
13.07,51.94,2.797,61.85,0.0969,0.6925,96.81,19619,97355
41.11,176.55,2.879,68.15,0.0346,0.8083,95.21,2872,98394
33.22,115.4,2.72,58.73,0.0681,0.9507,97.92,6935,96203
58.42,223.39,2.736,70.32,0.1275,1.0,96.14,6244,93373
42.56,217.06,3.906,62.77,0.2673,0.7486,95.55,21270,81472
59.02,267.81,1.338,68.57,0.0183,0.9826,95.86,912,98985
37.69,149.49,2.182,67.81,0.1101,0.8806,96.11,10006,93660
53.49,207.06,4.768,63.89,0.509,0.81,95.78,28033,60782
40.51,153.57,3.532,70.32,0.2088,0.8041,95.68,13139,89978
43.89,172.44,5.12,71.59,0.4627,0.6327,94.8,36900,56990
54.06,216.46,4.68,78.62,0.2595,0.745,95.07,14889,80503
58.12,253.11,11.238,91.32,2.103,0.2775,87.2,100000,0
75.72,357.9,14.16,93.13,2.6964,0.357,85.11,100000,0
70.36,338.03,7.773,82.87,1.0031,0.5496,92.07,48259,0
66.98,321.84,13.548,85.09,2.4234,0.4272,87.37,92629,0
57.77,224.95,2.185,65.62,0.15,0.9541,95.51,6874,92347
41.21,191.86,6.996,68.95,0.6324,0.6874,94.24,41700,53985
61.2,263.56,4.726,79.58,0.2742,0.7705,94.59,11643,82632
71.49,299.09,7.86,89.23,0.8243,0.5334,92.53,38762,550
71.5,304.24,5.214,79.91,0.3849,0.872,94.37,14047,73558
50.29,225.13,3.687,65.24,0.2039,0.8181,96.56,10250,88293
43.81,192.97,7.612,81.24,1.1894,0.3413,91.78,95676,0
64.26,275.65,2.548,64.06,0.1395,0.9593,96.72,7067,90277
10.0,50.31,3.523,64.13,0.1517,0.7117,96.82,42635,96327
78.74,331.87,8.32,86.25,0.7523,0.5341,93.07,33688,380
72.1,287.74,3.3,84.14,0.2552,0.7883,94.98,10850,79522
44.95,178.12,3.864,70.19,0.2628,0.8577,96.3,18394,83578
44.04,133.7,2.593,64.51,0.0798,0.8822,96.86,4628,96445
87.37,385.21,11.402,103.29,1.9306,0.5453,87.8,76229,255
31.38,113.37,6.464,74.62,1.1447,0.4067,91.76,100000,0
45.28,189.13,5.741,89.54,0.649,0.5885,93.32,39555,44636
81.54,343.6,11.349,89.97,1.8278,0.6294,89.08,56798,0
30.68,138.08,2.715,56.7,0.0294,1.0,97.87,2587,99382
52.91,231.18,2.376,60.72,0.2361,0.9847,96.95,14534,85432
45.7,209.09,3.628,59.5,0.1844,0.7988,97.13,12051,89257
87.09,359.14,6.359,100.62,0.6125,0.6949,92.27,24969,14770
40.22,144.12,1.593,66.69,0.0676,0.8982,96.79,6077,96194
25.58,107.37,4.526,73.48,0.2009,0.7303,94.96,24861,89867
54.36,216.71,4.911,65.29,0.5145,0.731,94.53,31871,51807
40.23,181.37,2.324,60.02,0.0525,1.0,97.61,4259,98255
60.75,262.53,3.151,67.34,0.0866,0.8802,96.95,4237,95526
57.81,221.04,3.236,64.13,0.022,0.9758,96.69,1082,99353
28.95,130.17,5.605,71.36,0.483,0.6059,94.91,42925,72483
83.12,329.35,6.032,84.02,0.3135,0.7916,94.42,12060,69589
39.01,155.7,3.475,61.54,0.0952,1.0,97.15,7663,95440
40.93,168.97,6.454,80.48,0.6425,0.3427,92.61,45165,35841
60.4,216.06,2.739,66.92,0.1059,1.0,97.33,4638,95420
79.39,358.31,7.459,94.35,0.4225,0.598,93.4,16716,51270
26.85,99.04,5.38,68.62,0.3046,0.7531,96.6,40970,80924
41.68,155.36,3.0,72.96,0.3155,0.7818,94.91,25588,77312
67.23,278.46,6.923,75.57,0.6248,0.8496,93.99,24223,50124
39.69,148.02,2.247,64.99,0.0796,0.9704,96.44,5140,96476
52.83,272.42,3.506,75.82,0.1109,0.8846,95.64,5988,93423
42.55,190.37,5.22,70.38,0.3088,0.7065,96.25,26208,74592
58.91,218.55,1.719,67.73,0.0165,0.9761,96.88,715,99534
27.54,133.01,4.408,75.89,0.5659,0.5851,93.74,61004,61229
55.7,206.83,3.124,68.9,0.2041,0.7985,95.74,12945,84107
58.74,251.78,4.314,68.8,0.2649,0.8645,97.1,16167,77034
62.26,287.24,3.849,63.83,0.2177,0.8922,96.14,8970,88467
40.56,164.56,7.636,78.48,0.6912,0.377,93.18,62787,11932
76.06,296.72,7.506,80.53,0.9082,0.7932,92.49,30859,7623
12.21,50.0,4.413,60.08,0.0753,0.7413,97.01,17930,97290
38.06,137.49,5.582,67.61,0.3788,0.6352,95.64,26407,76686
93.99,349.08,4.63,83.62,0.4941,0.8626,94.8,14359,55573
50.52,231.4,3.506,65.66,0.2779,0.8605,95.92,18797,80430
70.25,304.51,3.193,85.62,0.3302,0.7684,93.94,13278,73824
53.41,203.88,3.589,62.2,0.2558,0.9159,96.57,15863,82182
81.29,355.27,3.865,75.84,0.3311,0.8108,94.95,11349,73494
46.54,195.12,1.156,64.13,0.0332,0.839,96.21,2425,97867
54.03,212.46,1.627,65.29,0.0209,0.9275,96.53,1142,99475
65.74,284.19,4.175,71.45,0.144,0.8901,96.93,5739,92058
77.59,318.5,3.626,70.66,0.2266,0.988,95.02,8696,84191
16.79,50.0,4.272,69.02,0.3147,0.5089,95.41,66347,81679
59.33,288.72,6.598,80.01,0.6529,0.655,93.53,28344,43533
34.65,180.19,7.199,81.41,1.2168,0.2334,90.83,95316,0
49.01,226.76,3.719,74.84,0.2176,0.873,94.35,12449,88306
40.36,166.89,4.501,58.25,0.2308,0.8461,97.04,15412,88825
10.0,69.03,4.171,61.97,0.1258,0.6301,96.55,38163,95445
69.04,279.23,6.052,87.5,0.5334,0.6504,93.88,25876,38863
26.38,84.44,3.568,52.48,0.2037,0.9074,97.55,22516,92744
48.75,186.23,4.767,74.92,0.4241,0.762,95.13,25710,67992
48.07,228.14,4.501,62.5,0.4256,0.8376,95.69,26322,70423
35.68,127.01,4.323,80.06,0.59,0.6165,94.61,43540,59239
61.5,234.03,6.989,83.14,0.6232,0.6604,92.84,33086,30903
43.42,173.0,8.711,90.42,1.6325,0.3098,88.5,94617,137
37.12,132.94,9.78,76.97,1.2942,0.387,92.73,88674,0
23.8,104.6,4.229,67.92,0.1316,0.8415,97.09,16441,94857
33.35,169.62,2.281,59.6,0.0133,1.0,98.01,1091,98734
57.61,282.61,2.825,67.04,0.006,0.8483,97.36,334,99036
14.02,62.56,3.125,48.31,0.0178,0.895,97.57,3944,99272
80.2,340.5,3.28,83.16,0.0629,0.882,95.3,2336,95564
47.26,196.95,4.356,69.46,0.2553,0.854,96.03,14022,86389
34.38,143.43,2.935,63.39,0.0216,1.0,97.36,1630,99377
60.71,243.8,5.596,79.76,0.6446,0.7579,93.42,29418,44511
42.48,154.41,3.989,71.02,0.0764,0.8135,95.76,6328,94693
66.02,316.9,3.82,79.7,0.4939,0.884,94.5,21644,61859
30.87,111.83,3.886,65.12,0.0385,0.9018,97.58,3264,98604
32.18,164.09,5.188,66.0,0.622,0.535,95.28,52761,54713
60.72,267.0,9.762,85.09,1.023,0.5334,91.52,45418,0
71.57,306.78,4.379,83.33,0.2991,0.8211,93.87,14657,72775
53.52,255.52,7.282,93.33,1.0759,0.3799,90.97,72437,0
54.15,225.47,3.472,69.39,0.1294,0.9461,96.65,6163,93447
34.99,150.99,5.547,82.89,0.6073,0.4018,93.91,50450,46777
40.72,147.02,6.116,78.54,0.2684,0.6123,94.98,23680,76784
38.17,131.46,3.246,59.74,0.1499,0.9273,96.16,11996,92259
73.32,280.14,2.012,79.78,0.0667,1.0,96.17,2644,96197
75.03,339.18,3.172,71.8,0.1235,0.8716,95.61,5637,90569
59.37,230.6,8.704,88.73,0.9575,0.4856,92.16,59603,0
86.2,350.66,6.992,90.66,0.8508,0.7848,92.38,28010,2276
61.13,282.95,3.976,78.64,0.1788,0.8473,95.67,8119,88869
71.29,280.35,4.472,58.46,0.5418,0.8852,95.1,20547,57786
46.06,216.17,1.444,65.1,0.063,1.0,95.97,3423,96849
47.17,179.67,2.949,75.75,0.0404,0.9274,95.03,3122,97212
47.18,231.29,9.301,76.07,1.3347,0.4069,91.7,71502,578
33.14,126.73,3.762,51.77,0.2337,0.8995,97.05,18367,89667
42.06,151.34,4.509,70.53,0.2192,0.7207,94.9,13462,88835
55.92,205.03,10.838,95.35,1.5759,0.23,89.26,89320,95
39.22,168.81,3.877,66.73,0.2134,0.917,96.06,15275,90690
60.01,307.23,3.952,82.28,0.2182,0.7469,95.57,12295,82053
36.67,156.86,4.207,54.77,0.1285,0.8793,97.83,9564,94490
35.84,166.01,3.705,66.23,0.3122,0.7564,94.63,24977,82474
50.23,187.76,6.629,73.81,0.4814,0.6775,94.81,24521,65619
13.24,82.87,2.402,53.33,0.0018,0.8844,98.26,490,99884
69.43,306.87,6.963,74.2,0.6803,0.7627,94.92,31845,23178
62.71,241.86,5.409,88.61,1.0786,0.4408,91.34,46579,524
64.69,268.56,5.557,76.21,0.529,0.6933,94.04,28711,40479
63.39,270.14,7.91,86.18,1.1894,0.4826,91.09,61181,0
47.94,164.02,2.739,64.95,0.1465,1.0,96.39,9706,91755
54.39,227.75,3.387,60.23,0.119,0.8869,96.92,6395,93526
57.02,222.53,5.349,81.29,0.6901,0.6832,92.79,35848,32008
23.88,105.96,1.345,56.6,0.0579,0.9807,98.21,6268,97941
53.63,225.77,4.623,70.47,0.0599,0.9652,96.8,2866,96736
