Worm_RPM,Input_Torque,Output_Torque,Motor_Current,Oil_Temp,Ambient_Temp,Axial_Vib,Radial_Vib,Cu_PPM,Fe_PPM,Efficiency_Calc,Friction_Coeff,Backlash,Failure_Label,Fault_Type,RUL_Cycles
1841.9,77.16,2327.82,27.13,85.88,20.22,6.223,2.139,62.28,10.68,0.7542,0.0506,0.14,Minor Fault,Bearing Instability,24577
2787.5,69.49,2123.47,25.09,110.46,26.18,5.611,1.683,83.11,19.42,0.764,0.0538,0.1449,Major Fault,Thermal Breakdown,13003
1238.6,65.23,2038.7,22.12,60.08,27.07,4.239,1.991,72.72,9.01,0.7813,0.0437,0.1303,Minor Fault,General Degredation,66863
3512.1,56.28,1854.92,17.99,92.78,28.97,3.082,2.153,43.71,18.42,0.824,0.0287,0.1261,Minor Fault,General Degredation,65018
3003.3,42.33,1244.81,18.64,86.28,23.98,5.044,1.859,56.44,11.85,0.7352,0.0556,0.1556,Minor Fault,General Degredation,19975
1705.0,69.38,2288.49,22.34,61.2,22.03,4.791,2.12,33.37,7.81,0.8246,0.0333,0.1278,No Fault,Healthy,110890
1014.9,57.07,1712.86,22.31,53.71,22.78,5.171,1.75,55.01,21.66,0.7503,0.0522,0.1646,Minor Fault,General Degredation,58397
2820.5,64.68,2176.57,21.37,86.71,28.81,4.282,2.121,28.97,8.32,0.8412,0.0323,0.127,Minor Fault,General Degredation,58755
2882.8,51.19,1516.58,22.27,97.52,24.47,4.911,1.33,82.58,16.26,0.7406,0.0611,0.1732,Minor Fault,Thermal Breakdown,12931
3501.8,89.99,2852.41,29.64,143.28,18.52,4.912,2.287,42.73,21.22,0.7924,0.0449,0.1477,Major Fault,Thermal Breakdown,11120
1585.0,63.59,1880.75,24.17,71.81,19.65,3.74,1.962,47.63,18.23,0.7395,0.0528,0.1646,Minor Fault,General Degredation,31858
1123.4,54.3,1769.12,18.87,50.85,30.16,4.165,1.538,33.83,7.54,0.8145,0.0363,0.1218,Minor Fault,General Degredation,135297
3370.9,42.95,1364.4,16.5,82.3,23.66,4.164,1.421,44.61,20.29,0.7941,0.041,0.123,Minor Fault,General Degredation,40314
1598.4,39.02,1190.31,17.53,54.75,25.08,4.342,1.719,52.18,10.43,0.7626,0.0503,0.1407,Minor Fault,General Degredation,60980
2848.1,69.31,2054.87,25.09,122.45,27.48,5.07,2.475,117.84,15.25,0.7412,0.0568,0.1594,Major Fault,Thermal Breakdown,9531
1063.8,51.27,1671.0,18.57,46.41,29.73,3.914,1.293,48.53,9.28,0.8149,0.0364,0.1035,Minor Fault,General Degredation,161602
2953.6,53.25,1708.24,19.33,73.93,16.92,5.015,1.771,58.35,9.76,0.802,0.0425,0.1446,Minor Fault,General Degredation,46654
1243.0,51.86,1740.59,18.42,40.68,23.38,3.907,2.087,39.63,9.68,0.8391,0.0306,0.1001,No Fault,Healthy,297484
2778.1,43.62,1342.74,18.3,77.76,22.69,3.814,1.875,65.05,11.15,0.7696,0.0494,0.1351,Minor Fault,General Degredation,31240
2337.3,55.65,1763.6,20.43,71.77,18.78,4.34,2.015,33.79,9.04,0.7923,0.0421,0.1285,Minor Fault,General Degredation,50439
3479.8,60.85,1879.62,21.71,114.06,25.65,5.004,2.103,35.46,8.48,0.7723,0.0414,0.1412,Major Fault,Thermal Breakdown,20748
999.7,44.9,1566.63,13.93,40.26,27.93,2.983,1.031,43.78,6.82,0.8723,0.0215,0.0652,No Fault,Healthy,614995
1688.5,64.98,2007.04,22.78,72.25,24.82,4.241,1.933,63.54,14.55,0.7722,0.0468,0.1295,Minor Fault,General Degredation,40253
1087.7,41.65,1355.05,15.27,41.44,26.32,3.957,1.226,47.4,18.86,0.8134,0.0332,0.1288,Minor Fault,General Degredation,243546
3273.8,53.39,1821.24,16.75,87.31,35.51,3.682,1.574,71.8,11.97,0.8529,0.0285,0.1099,Minor Fault,General Degredation,74416
2503.5,65.47,2095.06,22.71,77.83,14.61,4.906,1.817,33.79,13.78,0.8,0.0392,0.1444,Minor Fault,General Degredation,49595
2344.4,59.8,1897.49,22.52,84.14,27.46,5.121,1.875,72.54,21.01,0.7933,0.0451,0.1399,Minor Fault,General Degredation,31860
1254.9,35.38,1170.78,14.44,39.27,25.16,3.988,0.936,28.82,6.98,0.8273,0.034,0.1213,No Fault,Healthy,258678
2220.4,18.21,573.42,9.6,42.92,24.23,4.252,0.374,82.79,8.35,0.7874,0.0395,0.1189,Minor Fault,General Degredation,160174
1976.5,68.5,2263.81,22.07,68.84,21.75,4.383,1.57,26.16,6.57,0.8262,0.0312,0.1106,No Fault,Healthy,99902
1752.5,70.35,2179.76,24.93,78.7,23.06,5.333,2.116,34.55,15.02,0.7746,0.0428,0.1398,Minor Fault,General Degredation,40680
2984.9,66.56,2126.76,22.61,99.4,22.71,4.393,2.007,33.05,9.2,0.7988,0.0384,0.1151,Major Fault,Thermal Breakdown,31628
1065.4,56.59,1913.18,19.67,44.24,25.8,4.39,1.56,93.84,7.12,0.8452,0.0337,0.1192,No Fault,Healthy,207433
2646.1,56.28,1845.03,20.47,66.31,16.25,3.401,1.757,40.31,7.04,0.8196,0.035,0.1172,Minor Fault,General Degredation,85427
3122.1,58.4,1678.04,23.97,124.42,28.74,5.351,2.101,72.24,13.67,0.7183,0.0595,0.1906,Major Fault,Thermal Breakdown,8415
3349.7,68.78,2249.54,22.52,107.6,26.9,4.1,2.159,30.78,7.23,0.8177,0.0345,0.1232,Major Fault,Thermal Breakdown,33489
2914.0,58.0,1772.55,22.18,110.24,32.04,5.011,1.735,107.53,14.17,0.7641,0.0505,0.134,Major Fault,Thermal Breakdown,14883
1662.6,65.61,1927.65,24.41,77.17,21.18,4.921,1.404,76.54,12.45,0.7345,0.0536,0.1545,Minor Fault,General Degredation,26988
2521.4,79.71,2463.76,28.26,118.33,29.11,4.96,2.261,43.31,10.58,0.7727,0.0472,0.1367,Major Fault,Thermal Breakdown,14975
1281.8,45.49,1425.99,17.73,45.08,22.55,3.673,1.543,44.65,10.25,0.7836,0.0428,0.1251,Minor Fault,General Degredation,123864
1216.1,57.22,1890.16,19.47,55.08,35.29,3.796,2.098,97.0,6.32,0.8258,0.0313,0.1293,No Fault,Healthy,155025
2624.3,47.12,1546.38,17.05,59.0,15.68,3.862,1.296,42.23,7.85,0.8204,0.0355,0.112,No Fault,Healthy,104783
3198.0,54.1,1684.79,20.04,98.79,29.33,3.642,1.709,36.84,10.17,0.7786,0.045,0.135,Major Fault,Thermal Breakdown,23516
1081.6,58.48,2036.63,17.06,45.12,26.55,3.912,1.9,34.75,15.86,0.8706,0.0219,0.0991,No Fault,Healthy,472084
1186.2,46.81,1451.73,18.67,52.48,29.96,3.695,1.643,65.78,10.3,0.7754,0.0474,0.1327,Minor Fault,General Degredation,74430
2427.1,35.64,1115.57,17.38,66.22,29.94,4.592,1.363,47.36,11.06,0.7826,0.051,0.1597,Minor Fault,General Degredation,40527
1489.2,40.4,1234.02,18.3,36.92,13.14,3.756,2.179,113.32,17.8,0.7636,0.0502,0.1457,Minor Fault,General Degredation,134196
2551.9,66.65,2127.98,22.82,94.33,31.73,5.363,2.134,46.98,17.48,0.7982,0.0417,0.144,Minor Fault,General Degredation,29582
1479.3,49.98,1633.39,17.41,42.54,12.96,3.171,1.418,28.42,6.89,0.8171,0.0331,0.1204,Minor Fault,General Degredation,232386
1214.5,56.72,1741.92,20.38,56.52,26.1,5.113,1.55,43.91,11.98,0.7678,0.0462,0.1332,Minor Fault,General Degredation,67473
2373.1,60.74,2038.58,19.46,76.38,33.98,4.716,1.753,72.47,15.6,0.839,0.031,0.1065,No Fault,Healthy,82413
3227.9,73.61,2293.46,25.26,131.92,33.35,5.27,1.863,45.69,11.5,0.7789,0.0489,0.1593,Major Fault,Thermal Breakdown,11008
2749.8,55.74,1793.86,20.8,71.02,15.54,4.377,1.913,76.93,10.92,0.8045,0.0419,0.1373,Minor Fault,General Degredation,52116
3110.6,63.7,2102.85,21.31,96.92,27.43,3.308,2.046,73.13,9.39,0.8253,0.0338,0.1039,Minor Fault,Thermal Breakdown,42805
1619.1,43.02,1292.48,18.83,66.93,33.52,3.683,1.924,66.01,24.32,0.7511,0.0533,0.1609,Minor Fault,General Degredation,36346
3292.1,57.59,1793.28,22.03,92.8,14.3,4.774,1.851,44.21,15.12,0.7785,0.0465,0.1412,Minor Fault,General Degredation,24855
1918.0,45.34,1416.8,17.62,62.78,23.85,4.056,1.497,59.65,10.33,0.7813,0.0457,0.1442,Minor Fault,General Degredation,55936
3201.6,57.88,1784.63,21.02,105.43,27.16,6.138,2.065,43.68,10.33,0.7708,0.0442,0.1415,Major Fault,Thermal Breakdown,21274
2172.2,61.91,2006.32,20.77,80.84,34.73,3.601,1.99,34.1,9.0,0.8101,0.0397,0.11,Minor Fault,General Degredation,44684
1623.2,56.49,1777.91,20.19,51.07,18.51,4.817,2.407,42.08,11.2,0.7869,0.0406,0.1451,Minor Fault,General Degredation,107222
1602.7,53.65,1715.02,20.32,52.12,19.92,4.172,1.069,45.73,9.18,0.7991,0.0421,0.1331,Minor Fault,General Degredation,95795
2432.7,64.04,2115.6,19.65,71.73,20.71,5.032,1.612,51.32,11.32,0.8259,0.0267,0.1181,No Fault,Healthy,125564
1113.3,53.95,1781.13,18.05,46.45,26.96,3.886,2.737,30.55,14.59,0.8253,0.0361,0.128,No Fault,Healthy,163869
3411.2,53.79,1714.32,19.16,92.58,21.42,3.578,1.804,59.01,8.18,0.7968,0.0388,0.115,Minor Fault,General Degredation,35734
1633.0,44.21,1447.72,15.94,42.21,15.01,3.457,1.541,55.53,10.57,0.8187,0.0345,0.1365,Minor Fault,General Degredation,217291
1806.2,67.59,2084.68,23.28,82.1,28.14,4.765,1.492,65.28,16.15,0.7711,0.0463,0.1329,Minor Fault,General Degredation,31952
1529.9,59.37,1802.99,23.27,66.93,22.68,4.261,1.995,45.47,31.25,0.7593,0.0551,0.148,Minor Fault,General Degredation,33887
908.1,52.81,1700.83,18.42,34.9,18.73,4.274,1.889,56.73,17.51,0.8052,0.0373,0.1119,Minor Fault,General Degredation,271990
2769.9,44.42,1396.24,17.01,73.03,22.35,4.064,1.177,35.31,28.74,0.7858,0.0433,0.1583,Minor Fault,General Degredation,46008
2494.5,95.05,3059.31,30.22,109.35,19.89,5.437,2.352,46.95,10.59,0.8046,0.0406,0.1221,Major Fault,Thermal Breakdown,23302
3086.0,14.75,458.76,10.17,51.86,30.63,3.534,0.79,41.55,25.88,0.7775,0.0431,0.1263,Minor Fault,General Degredation,92246
1010.7,48.63,1526.72,19.47,49.83,31.45,4.937,1.802,72.93,10.0,0.7849,0.0431,0.1259,Minor Fault,General Degredation,99968
3407.4,52.76,1665.47,20.87,91.12,21.31,4.197,1.788,103.19,14.53,0.7891,0.0465,0.145,Minor Fault,General Degredation,25632
1793.4,73.81,2320.86,25.71,81.33,28.03,5.214,1.793,50.59,11.55,0.7861,0.0477,0.139,Minor Fault,General Degredation,30444
3365.3,55.28,1666.9,22.26,113.95,27.6,5.387,1.826,78.05,13.78,0.7538,0.0543,0.1511,Major Fault,Thermal Breakdown,12190
1189.3,62.73,1966.21,21.89,49.08,18.85,4.351,1.687,39.65,10.02,0.7836,0.0443,0.1228,Minor Fault,General Degredation,97514
2908.6,53.38,1815.52,17.67,71.11,26.04,4.671,0.736,39.1,13.95,0.8502,0.0272,0.0921,No Fault,Healthy,122977
2464.3,87.65,2577.99,30.92,130.21,22.02,5.645,1.703,69.57,13.47,0.7353,0.0596,0.181,Major Fault,Thermal Breakdown,7536
1867.1,65.93,1858.43,26.25,101.75,30.13,5.73,1.635,98.8,15.47,0.7047,0.0657,0.1811,Major Fault,Thermal Breakdown,10310
1113.7,50.24,1491.74,20.91,46.16,21.87,5.44,1.385,59.31,11.58,0.7422,0.0558,0.1612,Minor Fault,General Degredation,69462
2532.8,70.56,2220.47,21.88,107.41,36.03,4.764,2.51,85.96,15.17,0.7868,0.0399,0.1254,Major Fault,Thermal Breakdown,25187
971.4,56.29,1791.71,20.98,41.02,22.77,3.894,1.615,43.81,26.27,0.7958,0.0435,0.134,Minor Fault,General Degredation,144848
2253.5,87.4,2779.82,29.34,103.23,23.46,4.995,2.238,111.76,9.24,0.7951,0.045,0.1283,Major Fault,Thermal Breakdown,21181
2531.4,80.27,2405.53,27.28,121.24,27.18,5.708,2.363,59.59,11.25,0.7492,0.0541,0.1694,Major Fault,Thermal Breakdown,10604
2877.8,64.42,1979.93,23.39,103.81,23.71,4.66,1.644,62.15,12.08,0.7684,0.0502,0.1617,Major Fault,Thermal Breakdown,16895
3576.6,56.45,1849.14,20.75,99.96,27.67,3.867,1.672,32.37,9.95,0.8189,0.0393,0.1313,Major Fault,Thermal Breakdown,29831
1602.3,50.48,1541.36,19.35,56.13,20.0,5.049,1.561,40.25,13.62,0.7634,0.0495,0.1571,Minor Fault,General Degredation,59665
1770.5,73.23,2319.14,25.27,66.52,17.55,5.047,2.313,96.14,14.67,0.7917,0.0444,0.155,Minor Fault,General Degredation,52884
1821.1,81.78,2600.56,27.03,84.16,24.22,5.518,1.708,36.13,22.78,0.795,0.0425,0.144,Minor Fault,General Degredation,36022
2875.3,55.62,1710.09,19.54,91.91,21.34,4.886,1.509,37.5,9.34,0.7686,0.0452,0.1239,Minor Fault,General Degredation,26771
3415.9,66.74,2138.39,22.34,114.11,27.63,4.884,1.978,71.04,12.88,0.801,0.0441,0.1339,Major Fault,Thermal Breakdown,18229
3530.7,67.58,2187.12,23.29,112.96,24.11,4.496,1.533,46.91,9.82,0.8091,0.0365,0.1248,Major Fault,Thermal Breakdown,27084
3453.7,73.35,2365.7,23.65,113.94,20.36,3.967,1.399,51.56,16.4,0.8063,0.0339,0.1056,Major Fault,Thermal Breakdown,30927
3274.3,48.32,1559.68,18.43,89.36,30.47,3.439,1.442,58.92,12.89,0.8069,0.0391,0.1376,Minor Fault,General Degredation,37726
3575.6,66.66,1966.56,24.05,140.85,23.82,5.002,1.786,84.55,10.53,0.7375,0.0498,0.1425,Major Fault,Thermal Breakdown,9328
1915.1,93.66,2826.5,30.74,120.41,36.96,5.092,2.27,45.73,10.17,0.7545,0.0472,0.15,Major Fault,Thermal Breakdown,14251
3460.5,61.44,1871.38,22.72,121.39,27.33,4.553,2.012,77.82,10.49,0.7615,0.0512,0.1442,Major Fault,Thermal Breakdown,11874
2954.8,66.8,2172.21,22.16,92.64,22.53,3.924,2.309,114.9,9.09,0.8129,0.0377,0.1289,Minor Fault,General Degredation,37810
1354.8,65.68,2148.3,21.09,61.58,30.81,3.754,1.796,43.75,10.06,0.8177,0.0349,0.1034,Minor Fault,General Degredation,99727
1022.8,68.3,2139.39,23.47,52.31,26.17,5.347,1.325,52.86,23.58,0.7831,0.0434,0.1305,Minor Fault,General Degredation,89330
1479.1,42.64,1334.04,18.18,52.73,26.8,3.932,1.544,44.4,11.69,0.7822,0.0465,0.135,Minor Fault,General Degredation,76618
3002.6,90.71,2958.35,28.78,134.37,35.58,5.181,2.511,129.51,11.1,0.8153,0.0385,0.1351,Major Fault,Thermal Breakdown,17127
2605.6,61.5,2001.34,21.43,78.96,21.73,4.713,1.654,73.7,7.98,0.8136,0.0364,0.1204,Minor Fault,General Degredation,55548
1505.8,68.17,2159.16,24.48,66.78,27.81,4.53,1.875,51.5,12.28,0.7918,0.0431,0.1217,Minor Fault,General Degredation,55567
2903.2,61.32,2053.15,19.12,81.28,25.32,3.595,1.68,41.31,20.53,0.837,0.0257,0.1067,No Fault,Healthy,105606
1281.6,74.15,2493.83,22.95,57.24,27.97,4.297,2.278,36.27,6.24,0.8408,0.0246,0.0969,No Fault,Healthy,232311
3119.0,52.47,1704.57,18.91,88.38,30.49,3.758,1.348,32.47,9.1,0.8121,0.0394,0.1305,Minor Fault,General Degredation,37939
3044.2,40.39,1261.0,16.88,82.51,31.92,3.682,1.602,49.77,11.77,0.7805,0.0473,0.1412,Minor Fault,General Degredation,30075
3526.0,58.24,1988.29,18.62,81.82,23.47,4.09,1.54,23.9,6.09,0.8535,0.0275,0.1002,No Fault,Healthy,90915
1305.8,67.19,2132.1,22.52,65.77,33.06,4.277,1.727,74.07,9.56,0.7933,0.0403,0.1242,Minor Fault,General Degredation,65476
3347.9,54.8,1819.22,19.03,78.42,18.63,3.752,1.673,27.48,11.41,0.8299,0.0309,0.1263,No Fault,Healthy,78425
1821.0,49.93,1699.73,17.97,50.89,26.93,3.433,2.052,28.75,20.76,0.8511,0.0303,0.1182,No Fault,Healthy,193783
2023.4,65.23,2121.79,22.55,76.04,30.8,4.603,1.465,43.98,11.8,0.8132,0.0367,0.1308,Minor Fault,General Degredation,59117
2164.8,46.09,1418.95,19.11,66.64,24.82,4.645,1.352,70.48,14.7,0.7697,0.0512,0.1409,Minor Fault,General Degredation,39872
2592.6,74.69,2292.46,26.28,114.76,30.95,5.942,1.596,71.57,10.85,0.7673,0.0491,0.1539,Major Fault,Thermal Breakdown,14615
3585.9,55.32,1954.24,16.59,69.63,27.16,3.385,1.499,24.07,4.72,0.8832,0.02,0.083,No Fault,Healthy,237570
2519.9,67.46,2390.75,20.01,65.53,28.05,3.493,2.281,22.23,6.28,0.886,0.02,0.0861,No Fault,Healthy,268173
3402.1,42.58,1345.54,17.47,83.78,24.99,3.39,1.162,45.9,15.51,0.79,0.0482,0.1438,Minor Fault,General Degredation,28106
1588.6,80.3,2374.07,28.6,86.17,21.95,5.836,2.172,63.88,12.27,0.7391,0.0606,0.1759,Minor Fault,General Degredation,16840
1975.7,67.03,2152.13,21.57,71.33,23.74,5.066,2.037,87.63,8.53,0.8026,0.0356,0.1168,Minor Fault,General Degredation,71467
2262.1,69.2,2225.91,22.82,87.26,27.72,4.341,2.238,34.91,13.31,0.8041,0.0362,0.1374,Minor Fault,General Degredation,46251
1771.8,40.64,1267.76,18.2,62.59,31.94,3.851,1.886,65.83,22.96,0.7799,0.0481,0.1524,Minor Fault,General Degredation,50806
3537.5,48.76,1487.29,18.82,105.16,26.02,4.427,1.431,52.89,10.22,0.7626,0.0431,0.1258,Major Fault,Thermal Breakdown,22377
2859.3,62.99,1938.48,23.17,99.01,20.98,4.047,2.005,64.63,27.57,0.7694,0.0488,0.122,Major Fault,Thermal Breakdown,19765
2193.0,43.76,1387.54,17.29,53.95,12.92,3.86,1.598,38.38,8.2,0.7927,0.0409,0.1322,Minor Fault,General Degredation,94553
2928.5,50.6,1581.56,19.03,77.14,15.13,4.978,1.137,60.54,15.67,0.7815,0.0469,0.1434,Minor Fault,General Degredation,35179
2162.1,71.33,2277.29,23.19,96.09,34.47,3.996,1.656,35.05,9.56,0.7982,0.0385,0.1101,Minor Fault,Thermal Breakdown,33699
946.5,50.91,1640.5,19.12,46.05,30.57,4.514,1.829,40.48,13.41,0.8056,0.0416,0.1413,Minor Fault,General Degredation,125591
2366.6,65.61,2238.04,21.94,57.42,20.71,3.347,2.439,46.84,9.42,0.8528,0.029,0.0951,No Fault,Healthy,166289
2588.0,47.59,1404.32,19.45,88.62,25.61,5.424,1.056,68.31,28.01,0.7377,0.0538,0.1348,Minor Fault,General Degredation,20128
3549.3,69.01,2079.28,25.03,135.36,19.32,4.56,1.728,47.01,10.36,0.7532,0.0486,0.1518,Major Fault,Thermal Breakdown,10576
1010.1,43.19,1394.8,16.33,34.87,16.87,2.568,1.366,46.29,12.43,0.8074,0.0344,0.1305,Minor Fault,General Degredation,320250
2282.7,68.91,2198.47,22.67,85.67,25.3,3.881,2.318,33.33,12.5,0.7976,0.0377,0.1077,Minor Fault,General Degredation,44028
1165.0,92.45,2883.07,29.24,74.16,26.66,5.794,2.428,35.55,10.4,0.7796,0.0393,0.1233,Minor Fault,General Degredation,54249
1302.3,51.98,1711.47,18.8,36.38,15.38,4.462,1.536,57.59,9.57,0.8232,0.0365,0.1092,No Fault,Healthy,261429
2548.3,50.08,1716.52,16.33,64.49,27.18,3.901,1.438,22.19,5.36,0.8569,0.0264,0.0815,No Fault,Healthy,158980
1525.2,77.09,2432.55,26.21,61.87,16.08,5.391,2.214,47.73,9.01,0.7889,0.042,0.1225,Minor Fault,General Degredation,68074
2922.8,60.97,2070.67,18.7,68.42,16.45,4.354,2.234,50.77,10.36,0.849,0.0256,0.1078,No Fault,Healthy,150138
2288.3,42.46,1277.75,18.6,59.94,14.6,3.567,1.801,50.62,10.04,0.7524,0.0498,0.1512,Minor Fault,General Degredation,51791
1489.2,65.09,1962.46,23.56,69.07,24.63,5.254,1.746,47.96,10.62,0.7538,0.0526,0.1455,Minor Fault,General Degredation,35005
2233.2,63.25,1976.85,21.45,77.5,20.15,4.496,1.235,52.71,10.07,0.7814,0.0399,0.1307,Minor Fault,General Degredation,48065
902.4,50.51,1602.19,18.61,33.51,17.66,4.933,1.467,38.39,9.82,0.793,0.0389,0.1259,Minor Fault,General Degredation,271295
3229.4,49.93,1699.09,16.49,69.28,29.07,4.05,1.623,53.75,9.24,0.8507,0.0253,0.1036,No Fault,Healthy,149939
934.2,73.03,2372.41,24.12,44.56,19.16,4.608,2.352,70.33,10.04,0.8121,0.0367,0.1199,Minor Fault,General Degredation,172346
918.9,45.18,1533.66,14.86,43.62,35.84,3.341,1.593,33.39,5.03,0.8487,0.025,0.0979,No Fault,Healthy,387453
2551.1,39.44,1244.18,16.2,80.28,38.05,4.281,1.426,42.43,32.07,0.7887,0.0459,0.1372,Minor Fault,General Degredation,33955
3528.5,48.37,1619.85,16.85,77.55,26.06,3.789,1.248,26.63,8.49,0.8371,0.0328,0.0898,No Fault,Healthy,71131
3211.0,72.98,2374.54,23.64,102.71,17.69,4.356,2.447,33.26,8.59,0.8134,0.0379,0.1193,Major Fault,Thermal Breakdown,30449
1580.5,56.08,1867.09,18.77,52.77,22.56,4.323,1.761,25.85,9.27,0.8324,0.03,0.1179,No Fault,Healthy,183857
1431.0,51.54,1626.81,20.06,53.35,25.29,4.114,1.212,39.03,9.8,0.7892,0.0438,0.1341,Minor Fault,General Degredation,84414
2590.5,58.97,1886.07,21.07,87.59,29.86,4.236,2.137,82.48,9.89,0.7996,0.0406,0.1221,Minor Fault,General Degredation,36419
3121.1,67.31,2249.59,20.23,81.32,18.53,2.99,2.285,33.88,6.06,0.8355,0.0216,0.1089,No Fault,Healthy,149178
1877.6,83.02,2866.93,24.08,58.05,20.23,3.359,1.84,32.68,13.07,0.8633,0.02,0.0925,No Fault,Healthy,341637
2067.4,65.26,2107.65,21.44,66.02,17.24,5.123,1.633,65.04,7.71,0.8074,0.0368,0.108,Minor Fault,General Degredation,78192
1211.8,89.4,2808.03,29.36,60.59,18.81,5.452,2.989,63.16,14.31,0.7852,0.043,0.1218,Minor Fault,General Degredation,68146
1312.6,70.97,2310.4,23.36,52.51,24.8,4.512,1.701,33.42,8.68,0.8139,0.0389,0.1403,Minor Fault,General Degredation,110470
2434.5,55.54,1772.39,20.59,72.47,21.84,4.574,1.209,60.11,8.8,0.7979,0.0438,0.1285,Minor Fault,General Degredation,45686
1177.2,73.37,2150.54,27.77,66.77,26.42,5.493,2.034,54.11,25.81,0.7328,0.0562,0.1461,Minor Fault,General Degredation,32771
1445.5,69.55,2256.26,22.48,57.18,21.9,3.703,2.343,47.89,8.16,0.811,0.037,0.144,Minor Fault,General Degredation,103048
1533.6,77.43,2302.06,26.68,92.46,31.62,5.211,2.031,52.29,13.63,0.7433,0.0531,0.138,Minor Fault,General Degredation,19135
2098.6,71.05,2327.74,22.49,80.88,29.78,3.922,1.448,68.18,8.03,0.819,0.0345,0.0984,Minor Fault,General Degredation,59365
1023.2,61.71,2036.16,21.04,34.26,15.97,4.029,1.444,29.38,16.26,0.8249,0.0361,0.123,No Fault,Healthy,301373
2249.4,52.79,1714.28,18.59,63.29,24.99,2.883,1.893,58.28,8.33,0.8119,0.0362,0.1281,Minor Fault,General Degredation,87782
3407.4,62.02,2084.93,20.19,96.53,30.35,4.431,2.334,34.5,11.45,0.8404,0.0299,0.1005,Minor Fault,Thermal Breakdown,55404
966.1,37.77,1170.09,16.54,46.77,30.17,4.004,1.246,58.71,11.81,0.7745,0.0487,0.1407,Minor Fault,General Degredation,88813
2603.7,57.56,1786.06,22.43,86.14,23.23,4.645,2.083,52.06,12.7,0.7758,0.0497,0.1385,Minor Fault,General Degredation,25096
3156.8,42.31,1475.59,13.17,56.7,25.92,3.337,1.61,62.18,7.62,0.872,0.02,0.0968,No Fault,Healthy,358343
1743.6,66.87,2214.78,21.1,64.45,23.61,4.626,1.995,30.56,6.77,0.828,0.0306,0.0996,No Fault,Healthy,118432
1255.1,72.51,2211.08,25.69,61.75,24.3,5.376,1.589,50.46,10.99,0.7623,0.0526,0.1609,Minor Fault,General Degredation,43761
1017.0,64.73,2107.25,21.75,51.87,29.89,3.55,1.152,49.63,8.5,0.8138,0.0355,0.124,Minor Fault,General Degredation,135851
2638.5,57.56,1841.5,21.1,76.79,18.81,4.5,1.678,39.95,13.87,0.7998,0.0418,0.139,Minor Fault,General Degredation,44737
2391.0,55.72,1811.44,20.05,69.68,23.77,3.115,1.709,113.27,14.68,0.8127,0.0356,0.1122,Minor Fault,General Degredation,74963
1519.1,78.02,2615.39,23.92,61.03,25.05,4.409,1.93,37.52,6.05,0.8381,0.0293,0.103,No Fault,Healthy,144264
3145.4,74.8,2417.85,24.75,113.8,24.8,5.155,2.115,48.73,10.33,0.8081,0.0394,0.1186,Major Fault,Thermal Breakdown,23028
2885.9,44.08,1484.05,14.82,66.82,26.65,3.754,1.255,70.91,14.2,0.8417,0.0226,0.0928,No Fault,Healthy,202000
1646.4,63.83,2048.05,19.98,60.16,18.01,4.773,2.049,37.36,12.09,0.8022,0.035,0.1201,Minor Fault,General Degredation,103910
2934.1,64.88,1968.38,23.78,108.44,20.86,4.443,2.199,47.13,10.79,0.7585,0.0495,0.1366,Major Fault,Thermal Breakdown,16090
1561.5,56.92,1813.98,19.99,53.04,20.96,3.782,1.859,46.29,13.0,0.7968,0.0389,0.1191,Minor Fault,General Degredation,108234
2723.2,39.51,1302.83,14.27,58.83,23.6,3.076,1.482,54.11,7.32,0.8243,0.0338,0.1103,No Fault,Healthy,116550
1220.1,29.18,958.47,12.16,32.47,20.06,2.078,1.346,40.16,11.07,0.8211,0.0309,0.0975,No Fault,Healthy,457814
2769.0,62.58,2001.31,22.47,96.64,29.21,4.682,1.876,45.54,19.33,0.7995,0.0441,0.1454,Minor Fault,Thermal Breakdown,25399
1544.7,34.6,1041.59,15.84,49.79,21.62,4.294,1.346,54.1,22.02,0.7525,0.0517,0.1574,Minor Fault,General Degredation,69421
2445.7,52.15,1627.46,20.49,71.08,18.13,4.496,2.234,60.54,12.33,0.7802,0.0468,0.1516,Minor Fault,General Degredation,41688
1365.7,70.27,2228.01,23.86,73.77,37.06,4.32,1.768,42.02,8.11,0.7927,0.0398,0.1262,Minor Fault,General Degredation,53515
2860.1,66.24,2139.17,22.34,101.86,30.76,3.844,1.661,44.34,19.12,0.8074,0.0395,0.1452,Major Fault,Thermal Breakdown,28271
1064.4,51.05,1608.69,17.95,51.91,29.4,4.426,1.86,50.75,8.96,0.7878,0.037,0.1275,Minor Fault,General Degredation,124942
1346.6,73.43,2551.81,21.78,57.15,34.08,3.587,2.349,32.27,6.54,0.8688,0.0219,0.102,No Fault,Healthy,294188
1397.2,67.89,2226.08,21.88,53.45,19.87,4.145,1.419,82.84,9.77,0.8197,0.0334,0.1152,Minor Fault,General Degredation,144795
1011.6,52.68,1763.62,17.33,31.23,18.59,3.284,1.311,27.84,15.47,0.837,0.0317,0.0938,No Fault,Healthy,470282
2911.5,82.82,2723.6,25.75,101.15,21.89,4.31,2.246,28.31,8.19,0.8222,0.0332,0.1254,Major Fault,Thermal Breakdown,40954
